Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,WHO Region
,United Kingdom,55.3781,-3.4360000000000000,2020-06-03,260388,39812,0,Europe
,Uruguay,-32.5228,-55.7658,2020-06-03,828,23,698,Americas
,US,40.0,-100.0,2020-06-03,1857332,108159,479258,Americas
,Uzbekistan,41.377491,64.585262,2020-06-03,3843,16,3014,Europe
,Venezuela,6.4238,-66.5897,2020-06-03,1952,20,334,Americas
,Vietnam,14.058324000000000,108.277199,2020-06-03,328,0,302,Western Pacific
,Zambia,-13.133897,27.849332,2020-06-03,1089,7,912,Africa
,Zimbabwe,-19.015438,29.154857,2020-06-03,222,4,29,Africa
,Dominica,15.415,-61.371,2020-06-03,18,0,16,Americas
,Grenada,12.1165,-61.679000000000000,2020-06-03,23,0,18,Americas
,Mozambique,-18.665695,35.529562,2020-06-03,316,2,0,Africa
,Syria,34.802075,38.99681500000000,2020-06-03,123,6,0,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,2020-06-03,24,0,0,South-East Asia
,Belize,17.1899,-88.4976,2020-06-03,18,2,16,Americas
,Laos,19.856270000000000,102.495496,2020-06-03,19,0,18,Western Pacific
,Libya,26.3351,17.228331,2020-06-03,196,5,52,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,2020-06-03,457,3,372,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,2020-06-03,1339,8,53,Africa
,Mali,17.570692,-3.996166000000000,2020-06-03,1386,79,788,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,2020-06-03,15,0,15,Americas
Northwest Territories,Canada,64.8255,-124.8457,2020-06-03,5,0,0,Americas
Yukon,Canada,64.2823,-135.0,2020-06-03,11,0,0,Americas
,Kosovo,42.602636,20.902977,2020-06-03,1142,30,871,Europe
,Burma,21.9162,95.956,2020-06-03,233,6,145,South-East Asia
Anguilla,United Kingdom,18.2206,-63.0686,2020-06-03,3,0,3,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-06-03,8,1,7,Europe
Turks and Caicos Islands,United Kingdom,21.69400000000000,-71.7979,2020-06-03,12,1,11,Europe
,Botswana,-22.3285,24.6849,2020-06-03,40,1,23,Africa
,Burundi,-3.3731,29.9189,2020-06-03,63,1,33,Africa
,Sierra Leone,8.460555000000000,-11.779889,2020-06-03,909,47,491,Africa
,Malawi,-13.2543,34.3015,2020-06-03,369,4,51,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-06-03,13,0,13,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-06-03,1,0,1,Europe
,South Sudan,6.8770000000000000,31.307,2020-06-03,994,10,6,Africa
,Western Sahara,24.2155,-12.8858,2020-06-03,9,1,6,Africa
,Sao Tome and Principe,0.1864,6.6131,2020-06-03,484,12,68,Africa
,Yemen,15.552727000000000,48.516388,2020-06-03,419,95,17,Eastern Mediterranean
,Comoros,-11.6455,43.3333,2020-06-03,132,2,27,Africa
,Tajikistan,38.861,71.2761,2020-06-03,4191,48,2347,Europe
,Lesotho,-29.61,28.2336,2020-06-03,4,0,2,Africa
,Afghanistan,33.93911,67.709953,2020-06-04,18054,300,1585,Eastern Mediterranean
,Albania,41.1533,20.1683,2020-06-04,1197,33,898,Europe
,Algeria,28.0339,1.6596,2020-06-04,9831,681,6297,Africa
,Andorra,42.5063,1.5218,2020-06-04,852,51,738,Europe
,Angola,-11.2027,17.8739,2020-06-04,86,4,18,Africa
,Antigua and Barbuda,17.0608,-61.7964,2020-06-04,26,3,20,Americas
,Argentina,-38.4161,-63.6167,2020-06-04,20197,608,5993,Americas
,Armenia,40.0691,45.0382,2020-06-04,11221,176,3468,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,2020-06-04,107,3,104,Western Pacific
New South Wales,Australia,-33.8688,151.2093,2020-06-04,3110,48,2714,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,2020-06-04,29,0,29,Western Pacific
Queensland,Australia,-27.4698,153.0251,2020-06-04,1060,6,1049,Western Pacific
South Australia,Australia,-34.9285,138.6007,2020-06-04,440,4,436,Western Pacific
Tasmania,Australia,-42.8821,147.3272,2020-06-04,228,13,208,Western Pacific
Victoria,Australia,-37.8136,144.9631,2020-06-04,1681,19,1586,Western Pacific
Western Australia,Australia,-31.9505,115.8605,2020-06-04,592,9,557,Western Pacific
,Austria,47.5162,14.5501,2020-06-04,16805,670,15717,Europe
,Azerbaijan,40.1431,47.5769,2020-06-04,6522,78,3737,Europe
,Bahamas,25.025885,-78.035889,2020-06-04,102,11,55,Americas
,Bahrain,26.0275,50.55,2020-06-04,13296,21,7728,Eastern Mediterranean
,Bangladesh,23.685,90.3563,2020-06-04,57563,781,12161,South-East Asia
,Barbados,13.1939,-59.5432,2020-06-04,92,7,81,Americas
,Belarus,53.7098,27.9534,2020-06-04,45981,253,21162,Europe
,Belgium,50.8333,4.469936,2020-06-04,58767,9548,16048,Europe
,Benin,9.3077,2.3158,2020-06-04,261,3,151,Africa
,Bhutan,27.5142,90.4336,2020-06-04,47,0,9,South-East Asia
,Bolivia,-16.2902,-63.5887,2020-06-04,12245,415,1658,Americas
,Bosnia and Herzegovina,43.9159,17.6791,2020-06-04,2594,159,1951,Europe
,Brazil,-14.235,-51.9253,2020-06-04,614941,34021,254963,Americas
,Brunei,4.5353,114.7277,2020-06-04,141,2,138,Western Pacific
,Bulgaria,42.7339,25.4858,2020-06-04,2585,147,1322,Europe
,Burkina Faso,12.2383,-1.5616,2020-06-04,885,53,760,Africa
,Cabo Verde,16.5388,-23.0418,2020-06-04,502,5,239,Africa
,Cambodia,11.55,104.9167,2020-06-04,125,0,123,Western Pacific
,Cameroon,3.8480000000000000,11.5021,2020-06-04,6789,203,3705,Africa
Alberta,Canada,53.9333,-116.5765,2020-06-04,7091,146,0,Americas
British Columbia,Canada,53.7267,-127.6476,2020-06-04,2632,166,0,Americas
Manitoba,Canada,53.7609,-98.8139,2020-06-04,298,7,0,Americas
New Brunswick,Canada,46.5653,-66.4619,2020-06-04,136,1,0,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-06-04,261,3,0,Americas
Nova Scotia,Canada,44.682000000000000,-63.7443,2020-06-04,1058,61,0,Americas
Ontario,Canada,51.2538,-85.3232,2020-06-04,30946,2436,0,Americas
Prince Edward Island,Canada,46.5107,-63.4168,2020-06-04,27,0,0,Americas
Quebec,Canada,52.9399,-73.5491,2020-06-04,52143,4885,0,Americas
Saskatchewan,Canada,52.9399,-106.4509,2020-06-04,648,11,0,Americas
,Central African Republic,6.6111,20.9394,2020-06-04,1288,4,23,Africa
,Chad,15.4542,18.7322,2020-06-04,828,66,633,Africa
,Chile,-35.6751,-71.543,2020-06-04,142154,1356,95631,Americas
Anhui,China,31.8257,117.2264,2020-06-04,991,6,985,Western Pacific
Beijing,China,40.1824,116.4142,2020-06-04,594,9,583,Western Pacific
Chongqing,China,30.0572,107.874,2020-06-04,579,6,573,Western Pacific
Fujian,China,26.0789,117.9874,2020-06-04,358,1,356,Western Pacific
Gansu,China,35.7518,104.2861,2020-06-04,139,2,137,Western Pacific
Guangdong,China,23.3417,113.4244,2020-06-04,1598,8,1584,Western Pacific
Guangxi,China,23.8298,108.7881,2020-06-04,254,2,252,Western Pacific
Guizhou,China,26.8154,106.8748,2020-06-04,147,2,145,Western Pacific
Hainan,China,19.1959,109.7453,2020-06-04,169,6,163,Western Pacific
Hebei,China,39.549,116.1306,2020-06-04,328,6,0,Western Pacific
Heilongjiang,China,47.862000000000000,127.7615,2020-06-04,947,13,934,Western Pacific
Henan,China,37.8957,114.9042,2020-06-04,1276,22,0,Western Pacific
Hong Kong,China,22.3,114.2,2020-06-04,1099,4,1042,Western Pacific
Hubei,China,30.9756,112.2707,2020-06-04,68135,4512,63623,Western Pacific
Hunan,China,27.6104,111.7088,2020-06-04,1019,4,1015,Western Pacific
Inner Mongolia,China,44.0935,113.9448,2020-06-04,235,1,213,Western Pacific
Jiangsu,China,32.9711,119.455,2020-06-04,653,0,653,Western Pacific
Jiangxi,China,27.614,115.7221,2020-06-04,932,1,931,Western Pacific
Jilin,China,43.6661,126.1923,2020-06-04,155,2,149,Western Pacific
Liaoning,China,41.2956,122.6085,2020-06-04,149,2,147,Western Pacific
Macau,China,22.1667,113.55,2020-06-04,45,0,45,Western Pacific
Ningxia,China,37.2692,106.1655,2020-06-04,75,0,75,Western Pacific
Qinghai,China,35.7452,95.9956,2020-06-04,18,0,18,Western Pacific
Shaanxi,China,35.1917,108.8701,2020-06-04,309,3,305,Western Pacific
Shandong,China,36.3427,118.1498,2020-06-04,792,7,780,Western Pacific
Shanghai,China,31.202000000000000,121.4491,2020-06-04,677,7,662,Western Pacific
Shanxi,China,37.5777,112.2922,2020-06-04,198,0,198,Western Pacific
Sichuan,China,30.6171,102.7103,2020-06-04,578,3,558,Western Pacific
Tianjin,China,39.3054,117.323,2020-06-04,192,3,189,Western Pacific
Tibet,China,31.6927,88.0924,2020-06-04,1,0,1,Western Pacific
Xinjiang,China,41.1129,85.2401,2020-06-04,76,3,73,Western Pacific
Yunnan,China,24.974,101.48700000000000,2020-06-04,185,2,183,Western Pacific
Zhejiang,China,29.1832,120.0934,2020-06-04,1268,1,1267,Western Pacific
,Colombia,4.5709,-74.2973,2020-06-04,35120,1087,12319,Americas
,Congo (Brazzaville),-0.228,15.8277,2020-06-04,611,20,179,Africa
,Congo (Kinshasa),-4.0383,21.7587,2020-06-04,3644,78,495,Africa
,Costa Rica,9.7489,-83.7534,2020-06-04,1194,10,687,Americas
,Cote d'Ivoire,7.54,-5.5471,2020-06-04,3262,35,1584,Africa
,Croatia,45.1,15.2,2020-06-04,2247,103,2105,Europe
,Cuba,21.521757,-77.78116700000000,2020-06-04,2119,83,1839,Americas
,Cyprus,35.1264,33.4299,2020-06-04,958,17,790,Europe
,Czechia,49.8175,15.473000000000000,2020-06-04,9494,326,6809,Europe
Faroe Islands,Denmark,61.8926,-6.9118,2020-06-04,187,0,187,Europe
Greenland,Greenland,71.7069,-42.6043,2020-06-04,13,0,13,Europe
,Denmark,56.2639,9.5018,2020-06-04,11811,582,10620,Europe
,Djibouti,11.8251,42.5903,2020-06-04,4054,26,1685,Eastern Mediterranean
,Dominican Republic,18.7357,-70.1627,2020-06-04,18319,520,11474,Americas
,Ecuador,-1.8312,-78.1834,2020-06-04,40966,3486,20019,Americas
,Egypt,26.820553000000000,30.802498000000000,2020-06-04,29767,1126,7756,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,2020-06-04,2781,52,1214,Americas
,Equatorial Guinea,1.6508,10.2679,2020-06-04,1306,12,200,Africa
,Eritrea,15.1794,39.7823,2020-06-04,39,0,39,Africa
,Estonia,58.5953,25.0136,2020-06-04,1890,69,1663,Europe
,Eswatini,-26.5225,31.4659,2020-06-04,300,3,201,Africa
,Ethiopia,9.145,40.4897,2020-06-04,1636,18,250,Africa
,Fiji,-17.7134,178.065,2020-06-04,18,0,18,Western Pacific
,Finland,61.92411,25.748151,2020-06-04,6911,322,5800,Europe
French Guiana,France,3.9339,-53.1258,2020-06-04,556,1,296,Europe
French Polynesia,France,-17.6797,149.4068,2020-06-04,60,0,60,Europe
Guadeloupe,France,16.265,-61.551,2020-06-04,162,14,138,Europe
Mayotte,France,-12.8275,45.166244,2020-06-04,2058,25,1523,Europe
New Caledonia,France,-20.904305000000000,165.618042,2020-06-04,20,0,18,Europe
Reunion,France,-21.1151,55.5364,2020-06-04,479,1,411,Europe
Saint Barthelemy,France,17.9,-62.8333,2020-06-04,6,0,6,Europe
St Martin,France,18.0708,-63.0501,2020-06-04,41,3,33,Europe
Martinique,France,14.6415,-61.0242,2020-06-04,200,14,98,Europe
,France,46.2276,2.2137,2020-06-04,186118,29010,67510,Europe
,Gabon,-0.8037,11.6094,2020-06-04,2955,21,818,Africa
,Gambia,13.4432,-15.3101,2020-06-04,26,1,20,Africa
,Georgia,42.3154,43.3569,2020-06-04,801,13,644,Europe
,Germany,51.165691000000000,10.451526,2020-06-04,184472,8635,167909,Europe
,Ghana,7.9465,-1.0232,2020-06-04,8885,38,3189,Africa
,Greece,39.0742,21.8243,2020-06-04,2952,180,1374,Europe
,Guatemala,15.7835,-90.2308,2020-06-04,6154,158,979,Americas
,Guinea,9.9456,-9.6966,2020-06-04,3991,23,2512,Africa
,Guyana,4.860416000000000,-58.93018000000000,2020-06-04,153,12,77,Americas
,Haiti,18.9712,-72.2852,2020-06-04,2640,50,24,Americas
,Holy See,41.9029,12.4534,2020-06-04,12,0,2,Europe
,Honduras,15.2,-86.2419,2020-06-04,5880,243,648,Americas
,Hungary,47.1625,19.5033,2020-06-04,3954,539,2205,Europe
,Iceland,64.9631,-19.0208,2020-06-04,1806,10,1794,Europe
,India,20.593684,78.96288,2020-06-04,226713,6363,108450,South-East Asia
,Indonesia,-0.7893,113.9213,2020-06-04,28818,1721,8892,South-East Asia
,Iran,32.427908,53.68804600000000,2020-06-04,164270,8071,127485,Eastern Mediterranean
,Iraq,33.223191,43.679291,2020-06-04,8840,271,4338,Eastern Mediterranean
,Ireland,53.1424,-7.6921,2020-06-04,25142,1664,22698,Europe
,Israel,31.046051000000000,34.851612,2020-06-04,17495,291,15013,Europe
,Italy,41.87194,12.56738,2020-06-04,234013,33689,161895,Europe
,Jamaica,18.1096,-77.2975,2020-06-04,591,10,368,Americas
,Japan,36.204824,138.252924,2020-06-04,16911,911,14785,Western Pacific
,Jordan,31.24,36.51,2020-06-04,765,9,566,Eastern Mediterranean
,Kazakhstan,48.0196,66.9237,2020-06-04,12067,52,6606,Europe
,Kenya,-0.0236,37.9062,2020-06-04,2340,78,592,Africa
,South Korea,35.90775700000000,127.766922,2020-06-04,11668,273,10506,Western Pacific
,Kuwait,29.311660000000000,47.481766,2020-06-04,29921,236,17223,Eastern Mediterranean
,Kyrgyzstan,41.20438,74.766098,2020-06-04,1899,20,1292,Europe
,Latvia,56.8796,24.6032,2020-06-04,1082,25,760,Europe
,Lebanon,33.8547,35.8623,2020-06-04,1306,28,731,Eastern Mediterranean
,Liberia,6.4280550000000000,-9.429499,2020-06-04,321,28,175,Africa
,Liechtenstein,47.14,9.55,2020-06-04,82,1,81,Europe
,Lithuania,55.1694,23.8813,2020-06-04,1687,71,1273,Europe
,Luxembourg,49.8153,6.1296,2020-06-04,4027,110,3874,Europe
,Madagascar,-18.766947000000000,46.869107,2020-06-04,957,7,200,Africa
,Malaysia,4.210484000000000,101.97576600000000,2020-06-04,8247,115,6559,Western Pacific
,Maldives,3.2028,73.2207,2020-06-04,1872,7,648,South-East Asia
,Malta,35.9375,14.3754,2020-06-04,622,9,576,Europe
,Mauritania,21.0079,-10.9408,2020-06-04,784,39,65,Africa
,Mauritius,-20.348404000000000,57.552152,2020-06-04,335,10,322,Africa
,Mexico,23.6345,-102.5528,2020-06-04,105680,12545,74758,Americas
,Moldova,47.4116,28.3699,2020-06-04,9018,315,5009,Europe
,Monaco,43.7333,7.4167,2020-06-04,99,4,92,Europe
,Mongolia,46.8625,103.8467,2020-06-04,186,0,65,Western Pacific
,Montenegro,42.708678000000000,19.37439,2020-06-04,324,9,315,Europe
,Morocco,31.7917,-7.0926,2020-06-04,8003,208,7195,Eastern Mediterranean
,Namibia,-22.9576,18.4904,2020-06-04,25,0,16,Africa
,Nepal,28.1667,84.25,2020-06-04,2634,10,290,South-East Asia
Aruba,Netherlands,12.5211,-69.9683,2020-06-04,101,3,98,Europe
Curacao,Netherlands,12.1696,-68.99,2020-06-04,21,1,15,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,2020-06-04,77,15,60,Europe
,Netherlands,52.1326,5.2913,2020-06-04,46942,5990,0,Europe
,New Zealand,-40.9006,174.886,2020-06-04,1504,22,1481,Western Pacific
,Nicaragua,12.865416,-85.207229,2020-06-04,1118,46,370,Americas
,Niger,17.607789,8.081666,2020-06-04,963,65,860,Africa
,Nigeria,9.082,8.6753,2020-06-04,11516,323,3535,Africa
,North Macedonia,41.6086,21.7453,2020-06-04,2611,147,1621,Europe
,Norway,60.472,8.4689,2020-06-04,8504,238,8138,Europe
,Oman,21.512583,55.92325500000000,2020-06-04,14316,67,3451,Eastern Mediterranean
,Pakistan,30.3753,69.3451,2020-06-04,89249,1838,31198,Eastern Mediterranean
,Panama,8.538,-80.7821,2020-06-04,15044,363,9619,Americas
,Papua New Guinea,-6.314993,143.95555,2020-06-04,8,0,8,Western Pacific
,Paraguay,-23.4425,-58.4438,2020-06-04,1086,11,511,Americas
,Peru,-9.19,-75.0152,2020-06-04,183198,5031,76228,Americas
,Philippines,12.879721,121.77401700000000,2020-06-04,20382,984,4248,Western Pacific
,Poland,51.9194,19.1451,2020-06-04,25048,1117,12227,Europe
,Portugal,39.3999,-8.2245,2020-06-04,33592,1455,20323,Europe
,Qatar,25.3548,51.1839,2020-06-04,63741,45,39468,Eastern Mediterranean
,Romania,45.9432,24.9668,2020-06-04,19907,1305,13919,Europe
,Russia,61.52401,105.31875600000000,2020-06-04,440538,5376,204197,Europe
,Rwanda,-1.9403,29.8739,2020-06-04,410,2,280,Africa
,Saint Lucia,13.9094,-60.9789,2020-06-04,19,0,18,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-06-04,26,0,15,Americas
,San Marino,43.9424,12.4578,2020-06-04,678,42,408,Europe
,Saudi Arabia,23.885942,45.079162,2020-06-04,93157,611,68965,Eastern Mediterranean
,Senegal,14.4974,-14.4524,2020-06-04,4021,45,2162,Africa
,Serbia,44.0165,21.0059,2020-06-04,11571,246,6910,Europe
,Seychelles,-4.6796,55.492,2020-06-04,11,0,11,Africa
,Singapore,1.2833,103.8333,2020-06-04,36922,24,23904,Western Pacific
,Slovakia,48.669,19.699,2020-06-04,1526,28,1376,Europe
,Slovenia,46.1512,14.9955,2020-06-04,1477,109,1359,Europe
,Somalia,5.152149,46.199616,2020-06-04,2204,79,418,Eastern Mediterranean
,South Africa,-30.5595,22.9375,2020-06-04,40792,848,21311,Africa
,Spain,40.463667,-3.7492200000000000,2020-06-04,240660,27133,150376,Europe
,Sri Lanka,7.873054,80.77179700000000,2020-06-04,1797,11,839,South-East Asia
,Sudan,12.8628,30.2176,2020-06-04,5714,333,1825,Eastern Mediterranean
,Suriname,3.9193,-56.0278,2020-06-04,82,1,9,Americas
,Sweden,60.128161,18.643501,2020-06-04,41883,4562,0,Europe
,Switzerland,46.8182,8.2275,2020-06-04,30913,1921,28600,Europe
,Taiwan*,23.7,121.0,2020-06-04,443,7,428,Western Pacific
,Tanzania,-6.369028,34.888822,2020-06-04,509,21,183,Africa
,Thailand,15.870032,100.992541,2020-06-04,3101,58,2968,South-East Asia
,Togo,8.6195,0.8248,2020-06-04,465,13,239,Africa
,Trinidad and Tobago,10.6918,-61.2225,2020-06-04,117,8,108,Americas
,Tunisia,33.886917,9.537499,2020-06-04,1087,49,968,Eastern Mediterranean
,Turkey,38.9637,35.2433,2020-06-04,167410,4630,131778,Europe
,Uganda,1.373333,32.290275,2020-06-04,522,0,82,Africa
,Ukraine,48.3794,31.1656,2020-06-04,25981,755,11468,Europe
,United Arab Emirates,23.424076,53.847818000000000,2020-06-04,37018,273,19572,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,2020-06-04,141,9,113,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-06-04,160,1,85,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,2020-06-04,561,46,512,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,2020-06-04,173,0,153,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,2020-06-04,336,24,312,Europe
Montserrat,United Kingdom,16.742498,-62.187366000000000,2020-06-04,11,1,10,Europe
,United Kingdom,55.3781,-3.4360000000000000,2020-06-04,261622,39989,0,Europe
,Uruguay,-32.5228,-55.7658,2020-06-04,832,23,709,Americas
,US,40.0,-100.0,2020-06-04,1878683,109168,485002,Americas
,Uzbekistan,41.377491,64.585262,2020-06-04,3939,16,3087,Europe
,Venezuela,6.4238,-66.5897,2020-06-04,2087,20,334,Americas
,Vietnam,14.058324000000000,108.277199,2020-06-04,328,0,302,Western Pacific
,Zambia,-13.133897,27.849332,2020-06-04,1089,7,912,Africa
,Zimbabwe,-19.015438,29.154857,2020-06-04,237,4,31,Africa
,Dominica,15.415,-61.371,2020-06-04,18,0,16,Americas
,Grenada,12.1165,-61.679000000000000,2020-06-04,23,0,18,Americas
,Mozambique,-18.665695,35.529562,2020-06-04,352,2,0,Africa
,Syria,34.802075,38.99681500000000,2020-06-04,124,6,0,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,2020-06-04,24,0,0,South-East Asia
,Belize,17.1899,-88.4976,2020-06-04,18,2,16,Americas
,Laos,19.856270000000000,102.495496,2020-06-04,19,0,18,Western Pacific
,Libya,26.3351,17.228331,2020-06-04,209,5,52,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,2020-06-04,464,3,377,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,2020-06-04,1339,8,53,Africa
,Mali,17.570692,-3.996166000000000,2020-06-04,1461,85,806,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,2020-06-04,15,0,15,Americas
Northwest Territories,Canada,64.8255,-124.8457,2020-06-04,5,0,0,Americas
Yukon,Canada,64.2823,-135.0,2020-06-04,11,0,0,Americas
,Kosovo,42.602636,20.902977,2020-06-04,1142,30,871,Europe
,Burma,21.9162,95.956,2020-06-04,236,6,148,South-East Asia
Anguilla,United Kingdom,18.2206,-63.0686,2020-06-04,3,0,3,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-06-04,8,1,7,Europe
Turks and Caicos Islands,United Kingdom,21.69400000000000,-71.7979,2020-06-04,12,1,11,Europe
,Botswana,-22.3285,24.6849,2020-06-04,40,1,23,Africa
,Burundi,-3.3731,29.9189,2020-06-04,63,1,33,Africa
,Sierra Leone,8.460555000000000,-11.779889,2020-06-04,914,47,491,Africa
,Malawi,-13.2543,34.3015,2020-06-04,393,4,51,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-06-04,13,0,13,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-06-04,1,0,1,Europe
,South Sudan,6.8770000000000000,31.307,2020-06-04,994,10,6,Africa
,Western Sahara,24.2155,-12.8858,2020-06-04,9,1,6,Africa
,Sao Tome and Principe,0.1864,6.6131,2020-06-04,485,12,68,Africa
,Yemen,15.552727000000000,48.516388,2020-06-04,453,103,17,Eastern Mediterranean
,Comoros,-11.6455,43.3333,2020-06-04,132,2,55,Africa
,Tajikistan,38.861,71.2761,2020-06-04,4289,48,2401,Europe
,Lesotho,-29.61,28.2336,2020-06-04,4,0,2,Africa
,Afghanistan,33.93911,67.709953,2020-06-05,18969,309,1762,Eastern Mediterranean
,Albania,41.1533,20.1683,2020-06-05,1212,33,910,Europe
,Algeria,28.0339,1.6596,2020-06-05,9935,690,6453,Africa
,Andorra,42.5063,1.5218,2020-06-05,852,51,741,Europe
,Angola,-11.2027,17.8739,2020-06-05,86,4,21,Africa
,Antigua and Barbuda,17.0608,-61.7964,2020-06-05,26,3,20,Americas
,Argentina,-38.4161,-63.6167,2020-06-05,21037,632,6088,Americas
,Armenia,40.0691,45.0382,2020-06-05,11817,183,3513,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,2020-06-05,107,3,104,Western Pacific
New South Wales,Australia,-33.8688,151.2093,2020-06-05,3110,48,2719,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,2020-06-05,29,0,29,Western Pacific
Queensland,Australia,-27.4698,153.0251,2020-06-05,1061,6,1049,Western Pacific
South Australia,Australia,-34.9285,138.6007,2020-06-05,440,4,436,Western Pacific
Tasmania,Australia,-42.8821,147.3272,2020-06-05,228,13,208,Western Pacific
Victoria,Australia,-37.8136,144.9631,2020-06-05,1681,19,1586,Western Pacific
Western Australia,Australia,-31.9505,115.8605,2020-06-05,596,9,557,Western Pacific
,Austria,47.5162,14.5501,2020-06-05,16843,672,15742,Europe
,Azerbaijan,40.1431,47.5769,2020-06-05,6860,82,3871,Europe
,Bahamas,25.025885,-78.035889,2020-06-05,102,11,55,Americas
,Bahrain,26.0275,50.55,2020-06-05,13835,22,8585,Eastern Mediterranean
,Bangladesh,23.685,90.3563,2020-06-05,60391,811,12804,South-East Asia
,Barbados,13.1939,-59.5432,2020-06-05,92,7,81,Americas
,Belarus,53.7098,27.9534,2020-06-05,46868,259,22066,Europe
,Belgium,50.8333,4.469936,2020-06-05,58907,9566,16112,Europe
,Benin,9.3077,2.3158,2020-06-05,261,3,151,Africa
,Bhutan,27.5142,90.4336,2020-06-05,48,0,11,South-East Asia
,Bolivia,-16.2902,-63.5887,2020-06-05,12728,427,1739,Americas
,Bosnia and Herzegovina,43.9159,17.6791,2020-06-05,2606,159,1968,Europe
,Brazil,-14.235,-51.9253,2020-06-05,645771,35026,266940,Americas
,Brunei,4.5353,114.7277,2020-06-05,141,2,138,Western Pacific
,Bulgaria,42.7339,25.4858,2020-06-05,2627,159,1390,Europe
,Burkina Faso,12.2383,-1.5616,2020-06-05,888,53,760,Africa
,Cabo Verde,16.5388,-23.0418,2020-06-05,536,5,239,Africa
,Cambodia,11.55,104.9167,2020-06-05,125,0,123,Western Pacific
,Cameroon,3.8480000000000000,11.5021,2020-06-05,7392,205,4575,Africa
Alberta,Canada,53.9333,-116.5765,2020-06-05,7098,146,0,Americas
British Columbia,Canada,53.7267,-127.6476,2020-06-05,2632,167,0,Americas
Manitoba,Canada,53.7609,-98.8139,2020-06-05,300,7,0,Americas
New Brunswick,Canada,46.5653,-66.4619,2020-06-05,136,1,0,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-06-05,261,3,0,Americas
Nova Scotia,Canada,44.682000000000000,-63.7443,2020-06-05,1058,61,0,Americas
Ontario,Canada,51.2538,-85.3232,2020-06-05,31359,2446,0,Americas
Prince Edward Island,Canada,46.5107,-63.4168,2020-06-05,27,0,0,Americas
Quebec,Canada,52.9399,-73.5491,2020-06-05,52398,4935,0,Americas
Saskatchewan,Canada,52.9399,-106.4509,2020-06-05,649,11,0,Americas
,Central African Republic,6.6111,20.9394,2020-06-05,1451,4,29,Africa
,Chad,15.4542,18.7322,2020-06-05,836,68,657,Africa
,Chile,-35.6751,-71.543,2020-06-05,146361,1448,99358,Americas
Anhui,China,31.8257,117.2264,2020-06-05,991,6,985,Western Pacific
Beijing,China,40.1824,116.4142,2020-06-05,594,9,583,Western Pacific
Chongqing,China,30.0572,107.874,2020-06-05,579,6,573,Western Pacific
Fujian,China,26.0789,117.9874,2020-06-05,358,1,356,Western Pacific
Gansu,China,35.7518,104.2861,2020-06-05,139,2,137,Western Pacific
Guangdong,China,23.3417,113.4244,2020-06-05,1601,8,1584,Western Pacific
Guangxi,China,23.8298,108.7881,2020-06-05,254,2,252,Western Pacific
Guizhou,China,26.8154,106.8748,2020-06-05,147,2,145,Western Pacific
Hainan,China,19.1959,109.7453,2020-06-05,169,6,163,Western Pacific
Hebei,China,39.549,116.1306,2020-06-05,328,6,0,Western Pacific
Heilongjiang,China,47.862000000000000,127.7615,2020-06-05,947,13,934,Western Pacific
Henan,China,37.8957,114.9042,2020-06-05,1276,22,0,Western Pacific
Hong Kong,China,22.3,114.2,2020-06-05,1102,4,1045,Western Pacific
Hubei,China,30.9756,112.2707,2020-06-05,68135,4512,63623,Western Pacific
Hunan,China,27.6104,111.7088,2020-06-05,1019,4,1015,Western Pacific
Inner Mongolia,China,44.0935,113.9448,2020-06-05,235,1,213,Western Pacific
Jiangsu,China,32.9711,119.455,2020-06-05,653,0,653,Western Pacific
Jiangxi,China,27.614,115.7221,2020-06-05,932,1,931,Western Pacific
